,,,,PRODUCTO,,,,,,,,COSTO,,,,PRECIO,,,PROYECCION,,,,,,,VENTA REAL,,,,
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,HAOCHENG,10/03/2025,10/03/2025,ANILLO CENTRO,ACERO,MUJER,ORO,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,120,$25.33,$62.34,$47.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,07/06/2025,ULTRAMAR,120,$10.33,$54.84,$16.45,$38.38,$120.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,08/06/2025,ULTRAMAR,120,$10.33,$54.84,$16.45,$38.38,$120.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
,OK,CALLE,10/03/2025,10/03/2025,ANILLO CALLE,ACERO,MUJER,ORO,$10.00,$0.20,$0.08,$0.05,,$10.33,$51.65,150,120,$10.33,$69.84,$54.84,,,,,,$10.33,-$5.17,-$1.55,-$3.62,$0.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLAS QUE SE UNEN,ACERO,MUJER,PLATA,$10.23,$0.20,$0.08,$0.05,,$10.56,$52.80,130,120,$10.56,$59.72,$54.72,,,30/04/2025,FARO,130,$10.56,$59.72,$17.92,$41.80,$130.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLAS QUE SE UNEN,ACERO,MUJER,PLATA,$10.23,$0.20,$0.08,$0.05,,$10.56,$52.80,130,120,$10.56,$59.72,$54.72,,,01/05/2025,FARO,100,$10.56,$44.72,$13.42,$31.30,$100.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLAS QUE SE UNEN,ACERO,MUJER,PLATA,$10.23,$0.20,$0.08,$0.05,,$10.56,$52.80,130,120,$10.56,$59.72,$54.72,,,16/05/2025,MULTI,130,$10.56,$59.72,$17.92,$41.80,$130.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLAS QUE SE UNEN,ACERO,MUJER,PLATA,$10.23,$0.20,$0.08,$0.05,,$10.56,$52.80,130,120,$10.56,$59.72,$54.72,,,18/05/2025,MULTI,120,$10.56,$54.72,$16.42,$38.30,$120.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,ORO,$17.00,$0.20,$0.08,$0.05,,$17.33,$86.65,130,120,$17.33,$56.34,$51.34,,,17/05/2025,MULTI,130,$17.33,$56.34,$16.90,$39.43,$130.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,ORO,$17.00,$0.20,$0.08,$0.05,,$17.33,$86.65,130,120,$17.33,$56.34,$51.34,,,24/05/2025,CRITERIUM,130,$17.33,$56.34,$16.90,$39.43,$130.00
MX38934715|Plata|Ajustable,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.23,$0.20,$0.08,$0.05,,$10.56,$52.80,130,120,$10.56,$59.72,$54.72,,,07/06/2025,ULTRAMAR,100,$10.56,$44.72,$13.42,$31.30,$100.00
MX38206958|Cáscara de estrella de mar,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,ORO,$13.79,$0.20,$0.08,$0.05,,$14.12,$70.60,130,120,$14.12,$57.94,$52.94,,,06/06/2025,ULTRAMAR,130,$14.12,$57.94,$17.38,$40.56,$130.00
MX38206958|Cáscara de estrella de mar,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,ORO,$13.79,$0.20,$0.08,$0.05,,$14.12,$70.60,130,120,$14.12,$57.94,$52.94,,,,,,$14.12,-$7.06,-$2.12,-$4.94,$0.00
MX38206958|Cáscara de estrella de mar,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,ORO,$13.79,$0.20,$0.08,$0.05,,$14.12,$70.60,130,120,$14.12,$57.94,$52.94,,,,,,$14.12,-$7.06,-$2.12,-$4.94,$0.00
MX38206955|Cascarón,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,CONCHAS SEGUIDAS,ACERO,MUJER,ORO,$14.08,$0.20,$0.08,$0.05,,$14.41,$72.05,130,120,$14.41,$57.80,$52.80,,,17/05/2025,PABELLON,120,$14.41,$52.80,$15.84,$36.96,$120.00
MXNH42282127|G4084950/2,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,OVALO VERDE MALAQUITA,ACERO,MUJER,ORO,$17.72,$0.20,$0.08,$0.05,,$18.05,$90.25,130,120,$18.05,$55.98,$50.98,,,,,,$18.05,-$9.03,-$2.71,-$6.32,$0.00
MXNH39094771|15 [Af186] diamante blanco gota de agua anillo de oro,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,GOTA BLANCA,ACERO,MUJER,ORO,$19.31,$0.20,$0.08,$0.05,,$19.64,$98.20,130,120,$19.64,$55.18,$50.18,,,28/05/2025,FARO,105,$19.64,$42.68,$12.80,$29.88,$105.00
MXNH39094771|15 [Af186] diamante blanco gota de agua anillo de oro,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,GOTITA VERDE BRILLANTE,ACERO,MUJER,ORO,$19.31,$0.20,$0.08,$0.05,,$19.64,$98.20,130,120,$19.64,$55.18,$50.18,,,,,,$19.64,-$9.82,-$2.95,-$6.87,$0.00
MXNH42041150|Oro|Estilo 1,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,ZIGZAG PERLA Y RECTANGULO,ACERO,MUJER,ORO,$24.53,$0.20,$0.08,$0.05,,$24.86,$124.30,130,120,$24.86,$52.57,$47.57,,,,,,$24.86,-$12.43,-$3.73,-$8.70,$0.00
MXNH42282078|G3023111G-4,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,CORAZON ALARGADO,ACERO,MUJER,ORO,$13.85,$0.20,$0.08,$0.05,,$14.18,$70.90,130,120,$14.18,$57.91,$52.91,,,,,,$14.18,-$7.09,-$2.13,-$4.96,$0.00
MXNH33936726|JDRW2306028,OK,NIHAOJEWELRY,10/03/2025,12/03/2025,FLOR CON PUNTO BLANCO A LADO,ACERO,MUJER,ORO,$46.79,$0.20,$0.08,$0.05,,$47.12,$235.60,130,120,$47.12,$41.44,$36.44,,,,,,$47.12,-$23.56,-$7.07,-$16.49,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,OK,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,PENDIENTE,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,PENDIENTE,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,PENDIENTE,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,PENDIENTE,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
,PENDIENTE,MAGO,06/03/2025,06/03/2025,ANILLO CENTRO,ACERO,MUJER,PLATA,$25.00,$0.20,$0.08,$0.05,,$25.33,$126.65,150,130,$25.33,$62.34,$52.34,,,,,,$25.33,-$12.67,-$3.80,-$8.87,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,30/05/2025,TAJAMAR,130,$11.49,$59.26,$17.78,$41.48,$130.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,07/06/2025,ULTRAMAR,100,$11.49,$44.26,$13.28,$30.98,$100.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,07/06/2025,ULTRAMAR,100,$11.49,$44.26,$13.28,$30.98,$100.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,07/06/2025,ULTRAMAR,100,$11.49,$44.26,$13.28,$30.98,$100.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
